dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
XT,Xiangtan,40,臭虫,臭虫 ,,tʂˈəɯ dʐən,tʂˈəɯ55 dʐən12,tʂʰəɯ dʐən,tʂʰəɯ55 dʐən12
XT,Xiangtan,41,房子(整),屋 ,,u,u24,u,u24
XT,Xiangtan,42,房子(单),房间 ,,ɸɔn kan,ɸɔn12 kan33,ɸɔn kan,ɸɔn12 kan33
XT,Xiangtan,43,窗户,窗子 ,,tʂˈɔn tsɿ,tʂˈɔn33 tsɿ33,tʂʰɔn t͡sɹ̩,tʂʰɔn33 t͡sɹ̩33
XT,Xiangtan,44,门坎,门坎 ,,mən kˈan,mən12 kˈan42,mən kʰan,mən12 kʰan42
XT,Xiangtan,45,厕所,茅厕屋 ,,maɯ sɿ u,maɯ12 sɿ55 u24,maɯ sɹ̩ u,maɯ12 sɹ̩55 u24
XT,Xiangtan,46,厨房,灶屋 ,,tsaɯ u,tsaɯ55 u24,t͡saɯ u,t͡saɯ55 u24
XT,Xiangtan,47,烟囱,烟筒 ,,iẽ dən,iẽ33 dən12,iẽ dən,iẽ33 dən12
XT,Xiangtan,48,桌子,桌子 ,,tso tsɿ,tso24 tsɿ33,t͡so t͡sɹ̩,t͡so24 t͡sɹ̩33
XT,Xiangtan,49,楼梯,楼梯 ,,nəɯ tˈi,nəɯ12 tˈi33,nəɯ tʰi,nəɯ12 tʰi33
XT,Xiangtan,50,头,脑壳 ,,naɯ kˈo,naɯ42 kˈo24,naɯ kʰo,naɯ42 kʰo24
XT,Xiangtan,51,额头,脑门 ,,naɯ mən,naɯ42 mən12,naɯ mən,naɯ42 mən12
XT,Xiangtan,52,脸,脸拐 ,,niẽ kuai,niẽ42 kuai42,niẽ kuai,niẽ42 kuai42
XT,Xiangtan,53,鼻子,鼻筒 ,,pˈi dən,pˈi55 dən12,pʰi dən,pʰi55 dən12
XT,Xiangtan,54,脖子,颈弓 ,,tɕian kən,tɕian42 kən33,t͡ɕian kən,t͡ɕian42 kən33
XT,Xiangtan,55,左手,左手 ,,tso ʂəɯ,tso42 ʂəɯ42,t͡so ʂəɯ,t͡so42 ʂəɯ42
XT,Xiangtan,56,右手,右手 ,,iəɯ ʂəɯ,iəɯ21 ʂəɯ42,iəɯ ʂəɯ,iəɯ21 ʂəɯ42
XT,Xiangtan,57,拳头,它兴 ,,do ɕin,do12 ɕin55,do ɕin,do12 ɕin55
XT,Xiangtan,58,手指头,手指脑 ,,ʂəɯ tʂʅ naɯ,ʂəɯ42 tʂʅ55 naɯ42,ʂəɯ tʂɻ̩ naɯ,ʂəɯ42 tʂɻ̩55 naɯ42
XT,Xiangtan,59,指甲,指甲,,tʂʅ kɒ,tʂʅ42 kɒ24,tʂɻ̩ kɒ,tʂɻ̩42 kɒ24
XT,Xiangtan,60,膝盖,膝头股 ,,ɕi dəɯ ku,ɕi24 dəɯ12 ku42,ɕi dəɯ ku,ɕi24 dəɯ12 ku42
XT,Xiangtan,61,腿,腿把子 ,,tˈəi pɒ tsɿ,tˈəi42 pɒ55 tsɿ33,tʰəi pɒ t͡sɹ̩,tʰəi42 pɒ55 t͡sɹ̩33
XT,Xiangtan,62,父亲,爹爹 ,,tie tie,tie33 tie33,tie tie,tie33 tie33
XT,Xiangtan,63,母亲,姆妈 ,,m̩ mɒ,m̩42 mɒ33,m̩ mɒ,m̩42 mɒ33
XT,Xiangtan,64,祖父,公公 ,,kən kən,kən33 kən33,kən kən,kən33 kən33
XT,Xiangtan,65,祖母,娭毑 ,,ŋai dʑi,ŋai33 dʑi21,ŋai dʑi,ŋai33 dʑi21
XT,Xiangtan,66,伯父,伯伯 ,,pɒ pɒ,pɒ24 pɒ55,pɒ pɒ,pɒ24 pɒ55
XT,Xiangtan,67,伯母,伯毑 ,,pɒ dʑi,pɒ24 dʑi21,pɒ dʑi,pɒ24 dʑi21
XT,Xiangtan,68,叔父,叔叔 ,,ʂəɯ ʂəɯ,ʂəɯ24 ʂəɯ55,ʂəɯ ʂəɯ,ʂəɯ24 ʂəɯ55
XT,Xiangtan,69,叔母,婶毑 ,,ʂən dʑi,ʂən42 dʑi21,ʂən dʑi,ʂən42 dʑi21
XT,Xiangtan,70,外祖父,外公 ,,uai kən,uai42 kən33,uai kən,uai42 kən33
XT,Xiangtan,71,外祖母,外婆 ,,uai bo,uai42 bo12,uai bo,uai42 bo12
XT,Xiangtan,72,舅舅,舅爷 ,,dʑiəɯ iɒ,dʑiəɯ21 iɒ12,dʑiəɯ iɒ,dʑiəɯ21 iɒ12
XT,Xiangtan,73,舅母,舅娘,,dʑiəɯ ȵian,dʑiəɯ21 ȵian12,dʑiəɯ ɲian,dʑiəɯ21 ɲian12
XT,Xiangtan,74,丈夫,爱人 ,,ŋai in,ŋai55 in12,ŋai in,ŋai55 in12
XT,Xiangtan,75,妻子,爱人 ,,ŋai in,ŋai55 in12,ŋai in,ŋai55 in12
XT,Xiangtan,76,儿子,崽 ,,tsai,tsai42,t͡sai,t͡sai42
XT,Xiangtan,77,女儿,女崽唧 ,,ȵy tsai dʑi,ȵy42 tsai42 dʑi21,ɲy t͡sai dʑi,ɲy42 t͡sai42 dʑi21
XT,Xiangtan,78,早饭,早饭 ,,tsaɯ ɸan,tsaɯ42 ɸan21,t͡saɯ ɸan,t͡saɯ42 ɸan21
XT,Xiangtan,79,午饭,中午饭 ,,tʂən u ɸan,tʂən33 u42 ɸan21,tʂən u ɸan,tʂən33 u42 ɸan21
XT,Xiangtan,80,晚饭,夜饭 ,,iɒ ɸan,iɒ21 ɸan21,iɒ ɸan,iɒ21 ɸan21
XT,Xiangtan,81,面条,面 ,,miẽ,miẽ21,miẽ,miẽ21
XT,Xiangtan,82,馒头,馍馍 ,,momo,mo12mo33,momo,mo12mo33
XT,Xiangtan,83,包子,包子 ,,paɯ tsɿ,paɯ33 tsɿ33,paɯ t͡sɹ̩,paɯ33 t͡sɹ̩33
XT,Xiangtan,84,馄饨,馄饨 ,,ɸən tən,ɸən12 tən33,ɸən tən,ɸən12 tən33
XT,Xiangtan,85,醋,醋 ,,tsˈəɯ,tsˈəɯ55,t͡sʰəɯ,t͡sʰəɯ55
XT,Xiangtan,86,酱油,酱油,,tsian iəɯ,tsian55 iəɯ12,t͡sian iəɯ,t͡sian55 iəɯ12
XT,Xiangtan,87,盐,盐 ,,iẽ,iẽ12,iẽ,iẽ12
XT,Xiangtan,88,筷子,筷子 ,,kˈuai tsɿ,kˈuai55 tsɿ33,kʰuai t͡sɹ̩,kʰuai55 t͡sɹ̩33
XT,Xiangtan,89,勺儿,调羹 ,,diaɯ kən,diaɯ12 kən33,diaɯ kən,diaɯ12 kən33
XT,Xiangtan,90,男人,男人家 ,,nan in kɒ,nan12 in12 kɒ33,nan in kɒ,nan12 in12 kɒ33
XT,Xiangtan,91,女人,女人家 ,,ȵy in kɒ,ȵy42 in12 kɒ33,ɲy in kɒ,ɲy42 in12 kɒ33
XT,Xiangtan,92,男孩子,伢唧 ,,ŋɒ dʑi,ŋɒ12 dʑi21,ŋɒ dʑi,ŋɒ12 dʑi21
XT,Xiangtan,93,女孩子,妹唧 ,,məi dʑi,məi21 dʑi21,məi dʑi,məi21 dʑi21
XT,Xiangtan,94,老头儿,老倌子 ,,naɯ kɔn tsɿ,naɯ42 kɔn33 tsɿ33,naɯ kɔn t͡sɹ̩,naɯ42 kɔn33 t͡sɹ̩33
XT,Xiangtan,95,医生,医生 ,,i sən,i33 sən33,i sən,i33 sən33
XT,Xiangtan,96,厨师,厨师 ,,dʑy sɿ,dʑy33 sɿ33,dʑy sɹ̩,dʑy33 sɹ̩33
XT,Xiangtan,97,乞丐,告化子,,kaɯ ɸɒ tsɿ,kaɯ55 ɸɒ55 tsɿ33,kaɯ ɸɒ t͡sɹ̩,kaɯ55 ɸɒ55 t͡sɹ̩33
XT,Xiangtan,98,保姆,保姆 ,,paɯ mo,paɯ42 mo42,paɯ mo,paɯ42 mo42
XT,Xiangtan,99,病了,着病 ,,tʂo bian,tʂo55 bian21,tʂo bian,tʂo55 bian21
XT,Xiangtan,100,伤风,凉哒 ,,nian tɒ,nian12 tɒ42,nian tɒ,nian12 tɒ42
XT,Xiangtan,101,泻肚,肚子屙 ,,təɯ tsɿ o,təɯ42 tsɿ33 o33,təɯ t͡sɹ̩ o,təɯ42 t͡sɹ̩33 o33
XT,Xiangtan,102,瘸子,拜子,,pai tsɿ,pai33 tsɿ33,pai t͡sɹ̩,pai33 t͡sɹ̩33
XT,Xiangtan,103,驼背,驼子 ,,do tsɿ,do12 tsɿ33,do t͡sɹ̩,do12 t͡sɹ̩33
XT,Xiangtan,104,死了,老哒 ,,naɯ tɒ,naɯ42 tɒ42,naɯ tɒ,naɯ42 tɒ42
XT,Xiangtan,105,看病,看病 ,,kˈan bian,kˈan55 bian21,kʰan bian,kʰan55 bian21
XT,Xiangtan,106,我,我,,ŋo,ŋo42,ŋo,ŋo42
XT,Xiangtan,107,你,你 ,,ni,ni42,ni,ni42
XT,Xiangtan,108,他,他 ,,tˈɒ,tˈɒ33,tʰɒ,tʰɒ33
XT,Xiangtan,109,我们,我人 ,,ŋo in,ŋo42 in12,ŋo in,ŋo42 in12
XT,Xiangtan,110,你们,你人 ,,ȵi in,ȵi42 in12,ɲi in,ɲi42 in12
XT,Xiangtan,111,他们,他人 ,,tˈɒ in,tˈɒ33 in12,tʰɒ in,tʰɒ33 in12
XT,Xiangtan,112,咱们,我人 ,,ŋo in,ŋo42 in12,ŋo in,ŋo42 in12
XT,Xiangtan,113,自己,自家 ,,dzɿ kɒ,dzɿ21 kɒ33,dzɹ̩ kɒ,dzɹ̩21 kɒ33
XT,Xiangtan,114,谁,哪个 ,,nɒ ko,nɒ42 ko55,nɒ ko,nɒ42 ko55
XT,Xiangtan,115,什么,什么 ,,ʂən mo,ʂən42 mo33,ʂən mo,ʂən42 mo33
XT,Xiangtan,116,这里,咯当 ,,ko tɔn,ko24 tɔn55,ko tɔn,ko24 tɔn55
XT,Xiangtan,117,那里,那当 ,,nɒ tɔn,nɒ24 tɔn55,nɒ tɔn,nɒ24 tɔn55
XT,Xiangtan,118,哪里,哪当 ,,nɒ tɔn,nɒ42 tɔn55,nɒ tɔn,nɒ42 tɔn55
XT,Xiangtan,119,这个,咯个,,ko ko,ko24 ko55,ko ko,ko24 ko55
XT,Xiangtan,120,那个,那个 ,,nɒ ko,nɒ24 ko55,nɒ ko,nɒ24 ko55
XT,Xiangtan,121,哪一个,哪一个 ,,nɒ i ko,nɒ42 i24 ko55,nɒ i ko,nɒ42 i24 ko55
XT,Xiangtan,122,怎么样,台解 ,,i kai,i12 kai42,i kai,i12 kai42
XT,Xiangtan,123,一位客人,隻,,tʂɒ,tʂɒ24,tʂɒ,tʂɒ24
XT,Xiangtan,124,粗,粗 ,,tsˈəɯ,tsˈəɯ33,t͡sʰəɯ,t͡sʰəɯ33
XT,Xiangtan,125,细,细,,si,si55,si,si55
XT,Xiangtan,126,长,长 ,,dʐɔn,dʐɔn12,dʐɔn,dʐɔn12
XT,Xiangtan,127,短,短,,tɔn,tɔn42,tɔn,tɔn42
XT,Xiangtan,128,脏,邋遢 ,,nɒ tˈɒ,nɒ24 tˈɒ55,nɒ tʰɒ,nɒ24 tʰɒ55
XT,Xiangtan,129,干净,索里 ,,so ni,so24 ni42,so ni,so24 ni42
XT,Xiangtan,130,便宜,便宜 ,,biẽ ȵi,biẽ12 ȵi24,biẽ ɲi,biẽ12 ɲi24
XT,Xiangtan,131,刚(来),才 ,,dzai,dzai12,dzai,dzai12
XT,Xiangtan,132,刚(合适),正 ,,tʂən,tʂən55,tʂən,tʂən55
XT,Xiangtan,133,正好,正好 ,,tʂən haɯ,tʂən55 haɯ42,tʂən haɯ,tʂən55 haɯ42
XT,Xiangtan,134,和,和 ,,ɦo,ɦo12,ɦo,ɦo12
XT,Xiangtan,135,只,只 ,,tsɿ,tsɿ24,t͡sɹ̩,t͡sɹ̩24
XT,Xiangtan,136,从,从,,dzən,dzən12,dzən,dzən12
XT,Xiangtan,137,替,给 ,,ke,ke24,ke,ke24
XT,Xiangtan,138,拿,拿,,nɒ,nɒ33,nɒ,nɒ33
XT,Xiangtan,139,故意,竟为 ,,tɕin uəi,tɕin55 uəi21,t͡ɕin uəi,t͡ɕin55 uəi21
XT,Xiangtan,140,一,一 ,,i,i24,i,i24
XT,Xiangtan,141,二,二,,e,e21,e,e21
XT,Xiangtan,142,三,三,,san,san33,san,san33
XT,Xiangtan,143,四, 四,,sɿ,sɿ55,sɹ̩,sɹ̩55
XT,Xiangtan,144,五,五,,u,u42,u,u42
XT,Xiangtan,145,六,六,,nəɯ,nəɯ24,nəɯ,nəɯ24
XT,Xiangtan,146,七,七,,tsˈi,tsˈi24,t͡sʰi,t͡sʰi24
XT,Xiangtan,147,九,九,,tɕiəɯ,tɕiəɯ42,t͡ɕiəɯ,t͡ɕiəɯ42
XT,Xiangtan,148,十,十,,ʂʅ,ʂʅ55,ʂɻ̩,ʂɻ̩55
XT,Xiangtan,149,十一,十一,,ʂʅ i,ʂʅ55 i24,ʂɻ̩ i,ʂɻ̩55 i24
XT,Xiangtan,150,十二,十二,,ʂʅ e,ʂʅ55 e21,ʂɻ̩ e,ʂɻ̩55 e21
XT,Xiangtan,151,二十,二十,,e ʂʅ,e21 ʂʅ55,e ʂɻ̩,e21 ʂɻ̩55
XT,Xiangtan,152,二十一,二十一,,e ʂʅ i,e21 ʂʅ55 i24,e ʂɻ̩ i,e21 ʂɻ̩55 i24
XT,Xiangtan,153,一百二十,,,,,,
XT,Xiangtan,154,第二,第二,,di e,di21 e21,di e,di21 e21
XT,Xiangtan,155,二两,二两,,e nian,e21 nian42,e nian,e21 nian42
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
