dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
CD,Chengdu,12,这些房子不如那些房子好。,这些房子莫得那些房子好。,,tse ɕi faŋ tsɿ mo te na ɕi faŋtsɿ xau,tse13 ɕi55 faŋ31 tsɿ53 mo31 te3155 na13 ɕi55 faŋ31tsɿ53 xau53,tseɕifaŋtsɹ̩motenaɕifaŋtsɹ̩xau,tse13ɕi55faŋ31tsɹ̩53mo31te3155na13ɕi55faŋ31tsɹ̩53xau53
CD,Chengdu,13,这句话用成都话怎么说?,这句话用成都话咋个说?,,tse tɕy xua yoŋ tsˈəntu xua tsa ko so,tse13 tɕy13 xua13 yoŋ13 tsˈəntu55 xua tsa31 ko13 so31,tsetɕyxuayoŋtsʰəntuxuatsakoso,tse13tɕy13xua13yoŋ13tsʰəntu55xuatsa31ko13so31
CD,Chengdu,14,他今年多大岁数了?,他今年好大岁数了?,,tˈa tɕin ȵian xau ta suei su no,tˈa55 tɕin55 ȵian31 xau53 ta13 suei13 su13 no53,tʰatɕinɲianxautasueisuno,tʰa55tɕin55ɲian31xau53ta13suei13su13no53
CD,Chengdu,15,大概三十来岁吧。,怕有三十上下了。,,pˈa iəu san sɿ saŋ ɕia no,pˈa13 iəu53 san55 sɿ31 saŋ13 ɕia13 no53,pʰaiəusansɹ̩saŋɕiano,pʰa13iəu53san55sɹ̩31saŋ13ɕia13no53
CD,Chengdu,16,这个东西有多重呢?,这个东西有好重?,,tse ko toŋ ɕi iəu xau tsoŋ,tse13 ko13 toŋ55 ɕi55 iəu53 xau53 tsoŋ13,tsekotoŋɕiiəuxautsoŋ,tse13ko13toŋ55ɕi55iəu53xau53tsoŋ13
CD,Chengdu,17,有五十斤重呢。,有五十斤重呵。,,iəu u sɿ tɕin tsoŋ o,iəu53 u53 sɿ31 tɕin55 tsoŋ13 o13,iəuusɹ̩tɕintsoŋo,iəu53u53sɹ̩31tɕin55tsoŋ13o13
CD,Chengdu,18,拿得动吗?,㧯得起不?,,nau te tɕˈi pu,nau53 te31 tɕˈi53 pu31,nautetɕʰipu,nau53te31tɕʰi53pu31
CD,Chengdu,19,我拿得动，他拿不动。,我㧯得起，他㧯不起。,,ŋo nau te tɕˈi tˈa nau pu tɕˈi,ŋo53 nau53 te31 tɕˈi53 tˈa55 nau53 pu31 tɕˈi53,ŋonautetɕʰitʰanauputɕʰi,ŋo53nau53te31tɕʰi53tʰa55nau53pu31tɕʰi53
CD,Chengdu,20,真不轻，重得连我也拿不动。,硬是不轻呵，重得连我都㧯不起。,,ŋən sɿ pu tɕˈin o tsoŋ te nian ŋo təu nau pu tɕˈi,ŋən13 sɿ13 pu31 tɕˈin55 o13 tsoŋ13 te31 nian31 ŋo53 təu55 nau53 pu31 tɕˈi53,ŋənsɹ̩putɕʰinotsoŋtenianŋotəunauputɕʰi,ŋən13sɹ̩13pu31tɕʰin55o13tsoŋ13te31nian31ŋo53təu55nau53pu31tɕʰi53
CD,Chengdu,21,你说得很好，你还会说点什么呢?,你说得好好，你还会说点儿啥子呢?,,ȵi so te xau xau ȵi xai xuei so tiər sa tsɿ ne,ȵi53 so31 te31 xau53 xau53 ȵi53 xai31 xuei13 so31 tiər53 sa13 tsɿ53 ne55,ɲisotexauxauɲixaixueisotiərsatsɹ̩ne,ɲi53so31te31xau53xau53ɲi53xai31xuei13so31tiər53sa13tsɹ̩53ne55
CD,Chengdu,22,我嘴笨，我说不过他。,我嘴巴笨，我讲不赢他。,,ŋo tsuei pa pən ŋo tɕiaŋ pu in tˈa,ŋo53 tsuei53 pa55 pən13 ŋo53 tɕiaŋ53 pu31 in31 tˈa55,ŋotsueipapənŋotɕiaŋpuintʰa,ŋo53tsuei53pa55pən13ŋo53tɕiaŋ53pu31in31tʰa55
CD,Chengdu,23,说了一遍，又说一遍。,说了一道，又说一道。,,so no i tau iəu so i tau,so31 no53 i31 tau13 iəu13 so31 i31 tau13,sonoitauiəusoitau,so31no53i31tau13iəu13so31i31tau13
CD,Chengdu,24,请你再说一遍。,请你再说一道。,,tɕˈin ȵi tsai so i tau,tɕˈin53 ȵi53 tsai13 so31 i31 tau13,tɕʰinɲitsaisoitau,tɕʰin53ɲi53tsai13so31i31tau13
CD,Chengdu,25,不早了，快去吧。,"不早了,快点去吧",,pu tsau no kˈuai tiər tɕˈie,pu31 tsau53 no53 kˈuai13 tiər53 tɕˈie13,putsaunokʰuaitiərtɕʰie,pu31tsau53no53kʰuai13tiər53tɕʰie13
CD,Chengdu,26,现在还早着呢，等一会儿再去吧。,这阵还早，过一阵再去嘛。,,tse xər xai tsau tən xa xər tsai tɕˈie ma,tse13 xər55 xai31 tsau53 tən53 xa13 xər55 tsai13 tɕˈie13 ma53,tsexərxaitsautənxaxərtsaitɕʰiema,tse13xər55xai31tsau53tən53xa13xər55tsai13tɕʰie13ma53
CD,Chengdu,27,吃了饭再去好吗?,吃了饭再去要得不?,,tsˈɿ no fan tsai tɕˈie iau te pu,tsˈɿ31 no53 fan13 tsai13 tɕˈie13 iau13 te31 pu31,tsʰɹ̩nofantsaitɕʰieiautepu,tsʰɹ̩31no53fan13tsai13tɕʰie13iau13te31pu31
CD,Chengdu,28,慢慢儿吃啊，不要着急。,慢慢儿吃，不要慌。,,man mər tsˈɿ pu iau xuaŋ,man13 mər1355 tsˈɿ53 pu31 iau13 xuaŋ55,manmərtsʰɹ̩puiauxuaŋ,man13mər1355tsʰɹ̩53pu31iau13xuaŋ55
CD,Chengdu,29,坐着吃比站着吃好些。,坐倒起吃比站倒起吃好些。,,tso tau tɕˈi tsˈɿ pi tsan tau tɕˈi tsˈɿxau ɕi,tso13 tau53 tɕˈi53 tsˈɿ31 pi53 tsan13 tau53 tɕˈi53 tsˈɿ31xau53 ɕi55,tsotautɕʰitsʰɹ̩pitsantautɕʰitsʰɹ̩xauɕi,tso13tau53tɕʰi53tsʰɹ̩31pi53tsan13tau53tɕʰi53tsʰɹ̩31xau53ɕi55
CD,Chengdu,30,他吃了饭了，你吃了饭没有呢?,他吃了饭了，你吃了饭没有?,,tˈa tsˈɿ no fan no ȵi tsˈɿ no fan mei iəu,tˈa55 tsˈɿ31 no53 fan13 no53 ȵi53 tsˈɿ no53 fan13 mei1355 iəu53,tʰatsʰɹ̩nofannoɲitsʰɹ̩nofanmeiiəu,tʰa55tsʰɹ̩31no53fan13no53ɲi53tsʰɹ̩no53fan13mei1355iəu53
CD,Chengdu,31,他去过上海，我没有去过。,他去过上海，我没去过。,,tˈa tɕˈie ko saŋ xai ŋo mei tɕˈie ko,tˈa55 tɕˈie13 ko13 saŋ13 xai53 ŋo53 mei1355 tɕˈie13 ko13,tʰatɕʰiekosaŋxaiŋomeitɕʰieko,tʰa55tɕʰie13ko13saŋ13xai53ŋo53mei1355tɕʰie13ko13
CD,Chengdu,32,来闻闻这朵花香不香。,来闻下子这朵花香不香。,,nai uən xa tsɿ tse to xua ɕiaŋ pu ɕiaŋ,nai31 uən31 xa13 tsɿ53 tse13 to53 xua55 ɕiaŋ55 pu31 ɕiaŋ55,naiuənxatsɹ̩tsetoxuaɕiaŋpuɕiaŋ,nai31uən31xa13tsɹ̩53tse13to53xua55ɕiaŋ55pu31ɕiaŋ55
CD,Chengdu,33,给我一本书。,给我一本书。,,ke ŋo i pən su,ke55 ŋo53 i31 pən53 su55,keŋoipənsu,ke55ŋo53i31pən53su55
CD,Chengdu,34,我真的没有那本书呀。,我硬是莫得那本书。,,ŋo ŋən sɿ mo te na pən su,ŋo53 ŋən13 sɿ13 mo31 te3155 na13 pən53 su55,ŋoŋənsɹ̩motenapənsu,ŋo53ŋən13sɹ̩13mo31te3155na13pən53su55
CD,Chengdu,35,你告诉他。,你跟他说。,,ȵi kən tˈa so,ȵi53 kən55 tˈa55 so31,ɲikəntʰaso,ɲi53kən55tʰa55so31
CD,Chengdu,36,好好地走，不要跑。,好生走，不要跑。,,xau sən tsəu pu iau pˈau,xau53 sən55 tsəu53 pu31 iau13 pˈau53,xausəntsəupuiaupʰau,xau53sən55tsəu53pu31iau13pʰau53
CD,Chengdu,37,小心跌下去爬不上来。,小心跘倒了爬不起来。,,ɕiau ɕin pan tau no pˈa pu tɕˈi nai,ɕiau53 ɕin55 pan13 tau53 no53 pˈa31 pu31 tɕˈi53 nai31,ɕiauɕinpantaunopʰaputɕʰinai,ɕiau53ɕin55pan13tau53no53pʰa31pu31tɕʰi53nai31
CD,Chengdu,38,医生叫你多睡睡。,医生喊你多睡下儿。,,i sən xan ȵi to suei xər,i55 sən55 xan53 ȵi53 to55 suei13 xər55,isənxanɲitosueixər,i55sən55xan53ɲi53to55suei13xər55
CD,Chengdu,39,抽烟或者喝茶都不许。,吃烟吃茶都不准。,,tsˈɿ ian tsˈɿ tsˈa təu pu tsuən,tsˈɿ31 ian55 tsˈɿ31 tsˈa31 təu55 pu31 tsuən53,tsʰɹ̩iantsʰɹ̩tsʰatəuputsuən,tsʰɹ̩31ian55tsʰɹ̩31tsʰa31təu55pu31tsuən53
CD,Chengdu,40,烟也好，茶也好，我都不喜欢。,烟和茶，我都不喜欢。,,ian xo tsˈa ŋo təu pu ɕi xuan,ian55 xo31 tsˈa31 ŋo53 təu55 pu31 ɕi53 xuan55,ianxotsʰaŋotəupuɕixuan,ian55xo31tsʰa31ŋo53təu55pu31ɕi53xuan55
CD,Chengdu,41,不管你去不去，反正我是要去的。,不管你去不去，横顺我是要去的。,,pu kuan ȵi tɕˈie pu tɕˈie xuən suən ŋo sɿ iau tɕˈie ni,pu31 kuan53 ȵi53 tɕˈie13 pu31 tɕˈie13 xuən31 suən13 ŋo sɿ13 iau13 tɕˈie13 ni1355,pukuanɲitɕʰieputɕʰiexuənsuənŋosɹ̩iautɕʰieni,pu31kuan53ɲi53tɕʰie13pu31tɕʰie13xuən31suən13ŋosɹ̩13iau13tɕʰie13ni1355
CD,Chengdu,42,我非去不可。,我就是要去。,,ŋo tɕiəu sɿ iau tɕˈie,ŋo53 tɕiəu13 sɿ13 iau13 tɕˈie13,ŋotɕiəusɹ̩iautɕʰie,ŋo53tɕiəu13sɹ̩13iau13tɕʰie13
CD,Chengdu,43,你是哪一年来的?,你是哪一年来的?,,ȵi sɿ na i ȵian nai ni,ȵi53 sɿ13 na53 i31 ȵian31 nai31 ni55,ɲisɹ̩naiɲiannaini,ɲi53sɹ̩13na53i31ɲian31nai31ni55
CD,Chengdu,44,我是前年到的北京。,我是前年子到北京的。,,ŋo sɿ tɕˈian ȵian tsɿ tau pe tɕin ni,ŋo53 sɿ13 tɕˈian31 ȵian3155 tsɿ53 tau13 pe31 tɕin55 ni55,ŋosɹ̩tɕʰianɲiantsɹ̩taupetɕinni,ŋo53sɹ̩13tɕʰian31ɲian3155tsɹ̩53tau13pe31tɕin55ni55
CD,Chengdu,45,今天开会谁的主席?,今天开会哪个当主席?,,tɕˈin tˈian kˈai xuei na ko taŋ tsu ɕi,tɕˈin55 tˈian55 kˈai55 xuei13 na53 ko13 taŋ55 tsu53 ɕi31,tɕʰintʰiankʰaixueinakotaŋtsuɕi,tɕʰin55tʰian55kʰai55xuei13na53ko13taŋ55tsu53ɕi31
CD,Chengdu,46,你得请我的客。,请客,,tɕˈin kˈe,tɕˈin53 kˈe31,tɕʰinkʰe,tɕʰin53kʰe31
CD,Chengdu,47,一边走，一边讲。,一边走，一边摆。,,i pian tsəu i pian pai,i31 pian55 tsəu53 i31 pian55 pai53,ipiantsəuipianpai,i31pian55tsəu53i31pian55pai53
CD,Chengdu,48,越走越远，越说越多。,越走越远，越摆越多。,,ye tsəu ye yan ye pai ye to,ye31 tsəu53 ye31 yan53 ye31 pai53 ye31 to55,yetsəuyeyanyepaiyeto,ye31tsəu53ye31yan53ye31pai53ye31to55
CD,Chengdu,49,把那个东西拿给我。,把那个东西拿给我。,,pa na ko toŋ ɕi na ke ŋo,pa53 na13 ko1355 toŋ55 ɕi55 na31 ke55 ŋo53,panakotoŋɕinakeŋo,pa53na13ko1355toŋ55ɕi55na31ke55ŋo53
CD,Chengdu,50,有些地方把太阳叫日头。,有的地方把太阳叫作日头。,,iəu ni ti faŋ pa tˈai iaŋ tɕiau tso zɿ tˈəu,iəu53 ni55 ti13 faŋ55 pa53 tˈai13 iaŋ tɕiau13 tso31 zɿ31 tˈəu31,iəunitifaŋpatʰaiiaŋtɕiautsozɹ̩tʰəu,iəu53ni55ti13faŋ55pa53tʰai13iaŋtɕiau13tso31zɹ̩31tʰəu31
CD,Chengdu,51,您贵姓?我姓王。,你贵姓?我姓王。,,ȵi kuei ɕin ŋo ɕin uaŋ,ȵi53 kuei13 ɕin13 ŋo53 ɕin13 uaŋ31,ɲikueiɕinŋoɕinuaŋ,ɲi53kuei13ɕin13ŋo53ɕin13uaŋ31
CD,Chengdu,52,你姓王我也姓王，咱们两个人都姓王。,你姓王我也姓王，我们两个都姓王。,,ȵi ɕin uaŋ ŋo ie ɕin uaŋ ŋo mən niaŋ ko təu ɕin uaŋ,ȵi53 ɕin13 uaŋ31 ŋo53 ie53 ɕin13 uaŋ31 ŋo53 mən3155 niaŋ53 ko13 təu55 ɕin13 uaŋ,ɲiɕinuaŋŋoieɕinuaŋŋomənniaŋkotəuɕinuaŋ,ɲi53ɕin13uaŋ31ŋo53ie53ɕin13uaŋ31ŋo53mən3155niaŋ53ko13təu55ɕin13uaŋ
CD,Chengdu,53,你先去吧，我们等一会儿再去。,"你先去嘛, 我们等下就来",,ȵi ɕian tɕˈie ma ŋo mən tən xər tɕiəu nai,ȵi53 ɕian55 tɕˈie13 ma53 ŋo53 mən3155 tən53 xər55 tɕiəu13 nai31,ɲiɕiantɕʰiemaŋoməntənxərtɕiəunai,ɲi53ɕian55tɕʰie13ma53ŋo53mən3155tən53xər55tɕiəu13nai31
CD,Chengdu,54,你抽烟不抽?/你抽不抽烟?,你吃不吃烟?,,ȵi tsˈɿ pu tsˈɿ ian,ȵi53 tsˈɿ53 pu31 tsˈɿ53 ian55,ɲitsʰɹ̩putsʰɹ̩ian,ɲi53tsʰɹ̩53pu31tsʰɹ̩53ian55
CD,Chengdu,55,你认得那个人不认得?,你认不认得倒那个人?,,ȵi zən pu zən te tau na ko zən,ȵi53 zən13 pu31 zən13 te31 tau53 na13 ko1355 zən31,ɲizənpuzəntetaunakozən,ɲi53zən13pu31zən13te31tau53na13ko1355zən31
